CustomerID,Lookalike1,Score1,Lookalike2,Score2,Lookalike3,Score3
C0088,C0075,0.9999998703101064,C0008,0.9999998629475223,C0113,0.9999998625753962
C0089,C0051,0.9999999057218504,C0096,0.9999999045393886,C0023,0.9999999043913633
C0090,C0045,0.9999999559096574,C0041,0.9999999495833178,C0018,0.9999999437119187
C0091,C0134,0.9999997985987797,C0109,0.9999997854799231,C0144,0.9999996261085096
C0092,C0087,0.999999933447501,C0163,0.9999999297071542,C0148,0.9999999280896684
C0093,C0065,0.9999999715283509,C0156,0.9999999704449344,C0028,0.999999969034142
C0094,C0049,0.999999471026049,C0111,0.9999994255922316,C0010,0.9999992001739182
C0095,C0045,0.9999996803429919,C0041,0.999999671885762,C0090,0.9999996672978257
C0096,C0141,0.9999999765306952,C0023,0.9999999645145768,C0051,0.999999956159071
C0097,C0014,0.9999909680930558,C0110,0.9999761464512917,C0049,0.9999734757532346
C0098,C0165,0.9999999379925116,C0017,0.999999927618874,C0169,0.9999999253082862
C0099,C0082,0.9999999761589479,C0104,0.9999999752543153,C0114,0.9999999738649581
C0100,C0051,0.9999999645942256,C0188,0.999999958133216,C0023,0.9999999576959508
C0101,C0156,0.9999999731069762,C0065,0.9999999720718457,C0028,0.9999999695216399
C0102,C0065,0.999999973325859,C0143,0.9999999717848695,C0173,0.9999999717010183
C0103,C0188,0.9999999015616943,C0051,0.9999999015324827,C0054,0.9999998996834895
C0104,C0099,0.9999999752543153,C0155,0.9999999706860864,C0114,0.9999999704450712
C0105,C0087,0.9999999668978736,C0163,0.9999999626426387,C0046,0.9999999614319303
C0106,C0165,0.9999999297967656,C0017,0.9999999199885237,C0169,0.9999999177370782
C0107,C0087,0.9999999502668591,C0163,0.9999999467071958,C0148,0.9999999450540477
C0108,C0087,0.9999999667797618,C0163,0.9999999636897897,C0148,0.9999999619439366
C0109,C0134,0.9999999039384813,C0034,0.9999998854565103,C0029,0.9999997996729266
C0110,C0175,0.9999994222581723,C0004,0.9999994182247499,C0162,0.9999994120364197
C0111,C0049,0.9999994838160438,C0094,0.9999994255922316,C0121,0.9999993401376748
C0112,C0175,0.9999998514345422,C0162,0.9999998447346112,C0195,0.9999998307522836
C0113,C0165,0.9999999623366215,C0084,0.9999999507174034,C0008,0.999999944927253
C0114,C0099,0.9999999738649581,C0082,0.9999999733674959,C0104,0.9999999704450712
C0115,C0050,0.9999999983619392,C0141,0.9999999445980392,C0096,0.9999999320625189
C0116,C0045,0.99999990640788,C0175,0.9999999015331682,C0090,0.9999998977874117
C0117,C0054,0.9999999614353161,C0059,0.9999999591434313,C0188,0.9999999589647194
C0118,C0054,0.9999999471818408,C0188,0.9999999468652659,C0059,0.999999945971316
C0119,C0136,0.9999996095265513,C0075,0.9999996025054558,C0003,0.999999575395799
C0120,C0156,0.9999999091834866,C0068,0.9999999024938884,C0065,0.9999999022630858
C0121,C0111,0.9999993401376748,C0049,0.9999990042535597,C0094,0.9999989829804796
C0122,C0087,0.9999999689011568,C0102,0.999999964601936,C0046,0.9999999644766001
C0123,C0015,0.9999998095419269,C0188,0.9999997304253437,C0054,0.9999997290075991
C0124,C0165,0.9999999612549443,C0017,0.9999999496555406,C0169,0.9999999472167335
C0125,C0087,0.999999931513834,C0102,0.9999999282542695,C0046,0.9999999275896168
C0126,C0188,0.9999999605462241,C0051,0.999999959814627,C0054,0.999999958821646
C0127,C0102,0.999999938624759,C0087,0.9999999381523198,C0173,0.9999999364996486
C0128,C0045,0.9999991480225553,C0041,0.999999140617107,C0018,0.9999991350751066
C0129,C0045,0.9999998944947175,C0041,0.9999998897308242,C0156,0.9999998840207595
C0130,C0020,0.9999998298120051,C0087,0.9999986059260481,C0163,0.9999986017688509
C0131,C0156,0.9999998568870544,C0065,0.999999856112627,C0028,0.9999998535693124
C0132,C0004,0.9999998363288054,C0175,0.9999998320420673,C0165,0.9999998316247672
C0133,C0045,0.9999999260952873,C0041,0.9999999239610196,C0156,0.9999999206457111
C0134,C0109,0.9999999039384813,C0091,0.9999997985987797,C0034,0.9999997805914549
C0135,C0104,0.9999999375904002,C0099,0.9999999361242405,C0155,0.9999999314630541
C0136,C0075,0.999999953558728,C0008,0.9999999249830661,C0160,0.9999999094124369
C0137,C0087,0.9999999430529837,C0163,0.9999999399294147,C0148,0.9999999381901927
C0138,C0082,0.9999999753716874,C0054,0.9999999753571102,C0059,0.9999999722451712
C0139,C0065,0.9999999549510545,C0028,0.9999999527556218,C0143,0.9999999492203393
C0140,C0141,0.9999998483338782,C0096,0.9999998461035524,C0023,0.9999998387993624
C0141,C0096,0.9999999765306952,C0196,0.999999968117615,C0168,0.9999999640066927
C0142,C0075,0.9999998777587823,C0136,0.9999998728233924,C0008,0.9999998462457753
C0143,C0065,0.9999999766047706,C0028,0.9999999745464434,C0102,0.9999999717848695
C0144,C0109,0.9999996446485871,C0091,0.9999996261085096,C0134,0.9999996238204277
C0145,C0065,0.9999999748131392,C0028,0.9999999727880984,C0143,0.9999999712662008
C0146,C0099,0.9999999131460282,C0082,0.9999999128357558,C0104,0.9999999095908599
C0147,C0075,0.9999999271143154,C0008,0.9999999128930405,C0136,0.9999999061034149
C0148,C0087,0.9999999712012241,C0163,0.9999999681907497,C0104,0.9999999660334686
C0149,C0102,0.9999999607524906,C0087,0.9999999600140385,C0065,0.9999999587890052
C0150,C0058,0.999999253923237,C0065,0.9999985039704705,C0028,0.9999985020187014
C0151,C0033,0.999957755703406,C0060,0.9999499512221209,C0077,0.9999442125108629
C0152,C0054,0.9999999481564484,C0188,0.9999999464986552,C0059,0.9999999462726065
C0153,C0065,0.9999999674913617,C0156,0.9999999656248082,C0028,0.9999999650178525
C0154,C0054,0.9999999557040127,C0059,0.9999999535541542,C0188,0.9999999535163261
C0155,C0099,0.9999999710430069,C0104,0.9999999706860864,C0114,0.9999999666352711
C0156,C0068,0.9999999768614206,C0041,0.9999999755813945,C0101,0.9999999731069762
C0157,C0034,0.9999997847123462,C0003,0.9999997719517881,C0030,0.9999997542368205
C0158,C0141,0.9999999535891422,C0196,0.9999999435741894,C0168,0.9999999431119454
C0159,C0045,0.9999998689642028,C0041,0.9999998631316653,C0018,0.9999998571095363
C0160,C0075,0.9999999270142258,C0136,0.9999999094124369,C0008,0.9999999091259165
C0161,C0165,0.999999938105568,C0017,0.9999999264822791,C0169,0.9999999240409736
C0162,C0175,0.9999999651204788,C0004,0.9999999523776341,C0039,0.9999999472249153
C0163,C0087,0.999999972692372,C0104,0.9999999686602798,C0148,0.9999999681907497
C0164,C0104,0.9999999349120412,C0087,0.999999931811215,C0163,0.9999999312535792
C0165,C0017,0.9999999652678647,C0084,0.9999999630524564,C0169,0.9999999627338407
C0166,C0165,0.9999998973771418,C0113,0.9999998919891597,C0084,0.9999998857994119
C0167,C0065,0.9999998959705761,C0028,0.9999998938990062,C0143,0.9999998918273106
C0168,C0141,0.9999999640066927,C0196,0.9999999597148279,C0187,0.9999999568675613
C0169,C0165,0.9999999627338407,C0017,0.9999999535297435,C0004,0.9999999514330898
C0170,C0082,0.9999999707146513,C0054,0.9999999701072269,C0059,0.9999999668134977
C0171,C0054,0.9999999709526678,C0188,0.9999999705132969,C0059,0.9999999696804971
C0172,C0165,0.9999998833128884,C0113,0.9999998748179906,C0084,0.999999870762453
C0173,C0065,0.9999999734969421,C0102,0.9999999717010183,C0028,0.9999999715556841
C0174,C0175,0.9999999265695069,C0162,0.9999999184191456,C0004,0.999999912166316
C0175,C0162,0.9999999651204788,C0004,0.9999999636917314,C0039,0.9999999574649358
C0176,C0136,0.9999998465202504,C0003,0.9999998406391123,C0030,0.999999829914372
C0177,C0065,0.9999999101385689,C0156,0.999999908712909,C0028,0.9999999076534063
C0178,C0087,0.9999999203583678,C0163,0.9999999163386253,C0148,0.999999914776285
C0179,C0045,0.9999999486529106,C0041,0.9999999450137064,C0156,0.9999999403278771
C0181,C0165,0.999999944235284,C0017,0.9999999312542479,C0084,0.9999999297788996
C0182,C0102,0.9999999664856737,C0065,0.9999999652852427,C0087,0.9999999650258424
C0183,C0099,0.9999999551326316,C0082,0.9999999543881021,C0104,0.9999999518912996
C0184,C0104,0.9999999437789516,C0087,0.9999999411139951,C0163,0.9999999404270604
C0185,C0141,0.9999999480988339,C0096,0.9999999437822328,C0023,0.9999999349051479
C0186,C0045,0.9999998132241703,C0090,0.9999998039530911,C0175,0.9999998032690509
C0187,C0141,0.9999999616423368,C0168,0.9999999568675613,C0196,0.9999999560868189
C0188,C0054,0.9999999818703068,C0059,0.9999999799932071,C0082,0.9999999778578766
C0189,C0175,0.9999999151639797,C0162,0.9999999067496333,C0004,0.999999902082344
C0190,C0075,0.999999924784427,C0008,0.9999999163475203,C0113,0.9999999148481734
C0191,C0156,0.9999999357902678,C0068,0.9999999298549167,C0041,0.9999999286417426
C0192,C0045,0.9999998690224015,C0041,0.9999998632357529,C0018,0.9999998571996165
C0193,C0156,0.9999999361343351,C0068,0.9999999297900051,C0041,0.9999999279867599
C0194,C0156,0.9999999568107317,C0065,0.9999999535526134,C0028,0.9999999509436502
C0195,C0175,0.9999999560248248,C0004,0.9999999484005206,C0162,0.9999999465203574
C0196,C0141,0.999999968117615,C0168,0.9999999597148279,C0187,0.9999999560868189
C0197,C0075,0.9999998436852554,C0113,0.9999998395104231,C0008,0.9999998380598419
C0198,C0104,0.9999994122426562,C0099,0.9999994088110582,C0163,0.9999994067038644
C0199,C0165,0.9999998584555201,C0113,0.9999998504748709,C0084,0.9999998460660846
C0200,C0087,0.9999999659713323,C0102,0.9999999626943711,C0046,0.9999999620387426
